user,item,rating,prediction
21022,7042,5.0,
15958,7042,5.0,
18446,7042,5.0,0.100108095
35233,7042,4.0,3.8029332
12638,7042,4.0,3.1332698
41088,7042,4.0,3.3598897
9630,7042,5.0,
21256,7042,5.0,4.3415527
20048,7042,5.0,3.144151
36310,7042,5.0,2.330437
4243,7042,5.0,3.8498056
18736,7042,4.0,4.278995
34160,7042,5.0,3.5044127
932,7042,3.0,3.2556806
24884,7042,4.0,2.6844072
5036,7087,5.0,2.3108628
7913,7087,3.0,4.109599
1883,7143,5.0,2.803938
1797,7143,5.0,1.6093417
45591,7720,4.0,3.5885782
336,7931,5.0,1.9954741
15613,7931,4.0,3.8619068
15509,7931,3.0,3.524731
9441,8451,3.0,
6537,8451,5.0,4.4773836
47424,8451,3.0,2.7243333
13179,8451,2.0,2.7819662
19350,8451,2.0,1.9946057
8984,8451,4.0,
16750,8451,5.0,3.7514281
32609,8451,5.0,
12469,8451,5.0,4.618225
7024,8451,1.0,2.0896916
44137,8451,5.0,3.4841123
11795,8451,5.0,3.8241754
12799,8587,5.0,4.875686
39069,8587,3.0,5.0875616
42894,8587,4.0,1.8049424
30398,8587,2.0,1.8917949
20067,8637,5.0,3.7426307
11849,8830,2.0,4.744471
41636,8830,4.0,4.013739
11600,8830,3.0,4.871852
31763,8943,4.0,2.3574352
3114,8943,1.0,
21502,8943,5.0,
11535,8943,4.0,0.6695366
39167,8982,5.0,2.7305634
12429,8982,5.0,3.7790473
26927,8982,1.0,4.7076993
17790,8982,5.0,0.19879037
27160,8982,5.0,4.6444054
14925,8982,5.0,4.9744315
8397,8982,5.0,
36141,8982,5.0,2.9318004
33763,52,5.0,3.613676
5843,52,5.0,3.441218
906,52,5.0,4.242322
47805,52,4.0,3.4701264
9008,52,5.0,3.5995116
3251,52,4.0,4.533281
18419,52,5.0,3.9059196
28443,52,5.0,3.456999
35121,297,5.0,4.1073036
28001,363,4.0,4.071074
22426,363,5.0,4.1866145
30810,363,5.0,4.006224
23146,363,4.0,4.4817657
6133,363,3.0,0.67616606
2007,768,5.0,4.4125643
26443,768,4.0,1.8744212
23454,768,5.0,4.3429523
42875,768,5.0,4.543585
10625,768,4.0,3.6230814
28393,768,5.0,4.643269
10133,768,1.0,
19777,768,4.0,3.7977886
29532,768,1.0,4.172063
15641,768,5.0,2.9377947
40184,768,5.0,4.547729
25012,768,5.0,3.1865551
13499,770,4.0,4.6541667
4756,777,2.0,3.4177513
9763,777,3.0,3.6096206
39434,777,4.0,2.4024923
27261,1302,4.0,1.758815
17534,1302,3.0,4.702806
16827,1302,5.0,4.5469427
1960,1302,4.0,3.829699
33080,1302,5.0,2.4801848
19878,1485,1.0,
1466,1485,3.0,1.9465723
31621,1485,2.0,1.945378
6811,1485,2.0,2.775742
36692,1485,4.0,2.9121714
16848,1485,1.0,
46162,1683,4.0,3.6382294
9101,1683,3.0,3.2943072
24504,1798,4.0,
31473,1798,2.0,
44028,1798,4.0,1.438394
47064,1798,2.0,0.095816895
10469,1812,5.0,4.169218
25238,1812,4.0,4.848145
34589,1812,5.0,2.6832128
36080,1812,4.0,3.8729708
32658,1812,4.0,3.3250706
43880,1812,5.0,3.9343913
40073,1812,3.0,3.417698
20520,1812,5.0,2.6208663
10806,1812,5.0,4.1367106
41509,1812,3.0,3.4371972
23485,1812,4.0,3.7412598
32377,1812,2.0,4.519105
5606,1902,4.0,4.115661
21643,1902,3.0,3.3128648
33727,1902,5.0,
24914,1902,3.0,3.3561487
13146,1902,5.0,
15530,1902,5.0,4.6795654
46646,1902,5.0,4.6232243
43502,1902,1.0,3.5523276
9911,1902,1.0,2.7225885
42035,1902,5.0,4.5610313
38202,1902,4.0,3.2617834
15121,2138,5.0,5.1601562
20118,2183,5.0,3.603811
20780,2364,3.0,3.7752895
35225,2364,1.0,3.6543589
47310,2475,3.0,3.9545221
35490,2475,2.0,
29456,2475,4.0,4.5238895
36146,2475,4.0,3.0874133
42765,2475,4.0,1.382893
42131,2475,4.0,3.4921536
23367,2763,5.0,
38934,2763,5.0,1.2303128
27891,2763,5.0,
2268,2763,2.0,3.0702813
22591,2763,1.0,1.8460275
20215,2763,1.0,0.6834799
701,2763,1.0,1.170806
31126,3030,1.0,
43019,3030,3.0,0.14376526
5194,3030,2.0,1.104452
40556,3030,5.0,4.404477
18929,3060,5.0,5.458606
3818,3147,4.0,2.742351
18450,3147,3.0,4.49475
42889,3147,5.0,3.8012352
22860,3593,4.0,1.4562398
9685,3593,1.0,1.2341905
46994,3622,5.0,3.6080046
30547,3622,3.0,3.9517188
30721,3622,5.0,3.666831
25673,3622,5.0,
21923,3622,4.0,3.6820118
41382,3622,3.0,4.275717
46161,3622,3.0,3.7812247
10163,3622,5.0,4.870833
41304,3622,4.0,3.780972
2214,3622,5.0,4.338002
12288,3622,1.0,3.2844746
42961,3622,5.0,4.2414494
33237,3622,5.0,4.1118503
3215,3622,4.0,4.070167
25940,3622,5.0,4.934138
37445,3622,4.0,4.497992
8695,3622,4.0,1.2405419
17657,3622,1.0,0.98821294
34682,3622,3.0,3.98484
4242,3622,2.0,4.4656267
18889,3622,5.0,4.4181085
20092,3622,5.0,5.0598316
19311,3622,2.0,2.341789
14377,3774,2.0,2.1664827
8051,3774,5.0,4.113612
26779,3774,2.0,1.8566298
14648,3774,4.0,4.514674
44687,3774,5.0,4.42035
14685,3774,5.0,3.1407542
2810,3774,5.0,3.7503881
11068,3774,4.0,3.0856428
29882,3774,5.0,2.7513409
14927,3774,3.0,3.0981946
5774,3774,5.0,4.408334
4404,3774,5.0,4.2614393
18010,3774,5.0,4.1569204
35682,3774,2.0,2.0497763
11591,3774,5.0,2.7630782
14975,3861,3.0,2.5286298
20120,4312,4.0,1.631361
19180,4312,3.0,2.7451715
19597,4312,2.0,3.144706
36292,4312,2.0,3.5143864
37615,4312,2.0,2.5577583
11757,4312,3.0,3.1211705
26949,4312,4.0,1.2593042
25772,4312,3.0,
46408,4312,3.0,2.104626
27584,4312,4.0,2.0946965
39709,4312,2.0,3.3815844
2759,4312,5.0,3.5382292
36650,4312,4.0,3.5015123
4768,4312,4.0,2.8320231
27110,4312,3.0,3.4088106
46405,4312,3.0,3.6740031
43962,4312,4.0,2.87808
16925,4312,1.0,2.856331
35232,4312,2.0,3.413487
11277,4312,3.0,3.6610289
36921,4312,3.0,2.9045756
1999,4312,1.0,1.5220642
19137,4312,2.0,3.5018637
44773,4315,3.0,4.1024294
24551,4315,4.0,4.623256
23723,4315,1.0,2.0440135
45487,4464,2.0,3.8873553
27608,4464,5.0,
42971,4464,5.0,
25580,4464,5.0,3.013557
5474,4464,5.0,4.8989234
18469,4464,5.0,2.5822597
47715,4464,5.0,4.1547127
5049,4464,5.0,
5035,4464,5.0,
39555,4466,5.0,4.051537
2134,4466,5.0,3.6524868
2828,4466,4.0,3.8618615
18455,4466,5.0,3.5781102
13239,4466,4.0,2.7935905
14476,4466,5.0,
5167,4475,5.0,
18987,4475,4.0,4.4716787
10868,4475,5.0,4.234804
8835,4475,4.0,
6120,4475,4.0,4.1782846
7778,4475,4.0,2.3193696
10218,4475,5.0,2.9379377
18473,5496,1.0,
31396,5791,4.0,
12500,5791,4.0,
3854,5819,1.0,
48095,5819,2.0,2.6964877
19962,5900,5.0,2.1827178
9907,5900,4.0,2.4778419
34796,5900,4.0,2.2720494
26302,5900,4.0,3.23296
38169,5950,4.0,2.6978843
44353,5950,3.0,3.003303
29361,5950,5.0,
45080,5950,4.0,2.737245
3450,5968,5.0,2.102534
28349,5968,2.0,4.5964017
42320,6221,5.0,4.298415
39101,6221,5.0,4.2385526
6104,6318,5.0,2.6087537
15238,6362,4.0,3.325202
46816,6362,3.0,2.8403795
6661,6362,4.0,3.414132
15360,6362,5.0,1.8447628
40564,6457,1.0,1.6851069
18920,6457,5.0,3.6455185
9726,6457,5.0,4.326329
22267,6457,2.0,
30279,6457,5.0,3.841693
23149,6457,4.0,2.8509126
29587,6457,5.0,3.721809
24266,6457,4.0,4.2341557
16345,6457,5.0,3.230506
21267,6457,5.0,3.5584652
8516,6481,3.0,
41903,6481,5.0,3.5812185
47394,6481,5.0,2.8585591
12585,6766,1.0,0.99286044
42512,6766,5.0,1.7474667
807,6766,2.0,0.83580196
15704,7078,2.0,1.7793447
22012,7078,5.0,1.4968989
13986,7078,5.0,
40417,7271,3.0,4.7609415
23674,7271,5.0,4.512157
12608,7271,3.0,4.6397204
31835,7271,5.0,5.172139
20692,7271,5.0,4.99247
14976,7271,5.0,5.1196074
11236,7271,5.0,5.187461
6594,7271,2.0,
1407,7468,2.0,3.9841342
34380,7468,2.0,3.3026228
48118,7468,3.0,3.4974194
26645,7468,3.0,3.4595542
13474,7806,4.0,2.3422632
1200,7806,2.0,0.45631436
26453,7806,1.0,0.6731943
47062,7994,3.0,3.4027495
12067,7994,3.0,1.5664029
30079,7994,3.0,3.170917
22283,7994,3.0,3.6579993
26584,7994,4.0,3.6961641
3932,7994,2.0,2.6687272
31718,7994,3.0,3.8528857
8262,7994,3.0,2.8587658
19859,7994,3.0,3.3824224
408,7994,4.0,3.696268
3950,7994,2.0,
34670,8176,4.0,3.5114543
35614,8191,5.0,
19676,8191,5.0,5.026399
27329,8191,5.0,5.07795
37973,8191,5.0,4.3116207
12217,8191,4.0,3.6984997
37230,8191,3.0,4.001889
18263,8205,5.0,2.756302
47408,8205,4.0,2.8327065
41109,8208,3.0,1.0368106
3484,8208,5.0,3.1278281
33191,8208,5.0,4.643437
25857,8208,1.0,1.5088882
10392,8208,3.0,2.1902778
16042,8208,4.0,3.8082857
14480,8208,1.0,2.360138
39880,8208,1.0,2.8475208
31831,8208,4.0,4.0517507
34026,8208,5.0,4.2784243
34247,212,2.0,3.6465962
24311,212,1.0,
32100,212,4.0,4.2751937
4472,212,5.0,4.9914885
12768,212,4.0,2.8762088
32429,212,2.0,4.3011527
47593,212,5.0,4.678406
3861,212,5.0,2.6705422
40679,212,1.0,5.014426
25068,212,5.0,2.401666
22733,212,4.0,4.7228847
26028,212,4.0,4.1688504
20368,212,5.0,4.1892695
766,212,3.0,4.1766343
42663,212,4.0,3.3755262
16432,212,4.0,3.7520301
47007,212,5.0,2.6357613
25409,212,4.0,4.6498246
34576,212,5.0,4.2889323
10794,212,5.0,4.5191474
3935,212,1.0,3.8650742
40381,212,1.0,2.8507643
38050,212,4.0,4.2461843
24590,212,2.0,3.5472355
43753,212,5.0,3.531627
24622,212,4.0,3.5688052
24366,212,5.0,3.5768242
23582,674,4.0,3.5668902
46039,674,4.0,0.7327226
18804,674,3.0,3.2140865
28589,715,5.0,1.6980691
47147,715,5.0,
36277,715,1.0,3.7062829
9914,992,5.0,
16159,992,4.0,3.2696552
25125,992,4.0,3.2441275
13743,992,4.0,
34491,992,1.0,1.5649604
9768,992,5.0,4.792979
31064,992,4.0,
35789,992,5.0,4.860348
13605,992,5.0,4.4338036
1094,992,5.0,
13080,992,5.0,4.0879674
42960,992,5.0,3.7058878
17411,992,5.0,3.8234923
43163,992,5.0,0.6954671
11995,1047,1.0,3.1595616
30251,1047,4.0,3.3545964
19830,1047,4.0,3.091269
1853,1047,4.0,2.4442968
41516,1047,1.0,3.3782132
7007,1047,4.0,2.4277966
1109,1047,3.0,2.8271194
32749,1047,2.0,1.6234785
46593,1190,5.0,2.825401
21887,1190,5.0,3.8845897
20508,1190,5.0,3.3715446
43338,1190,1.0,4.829116
26360,1190,2.0,
8408,1400,5.0,3.730071
11959,1400,4.0,3.1670167
4497,1400,5.0,4.0838146
15555,1400,4.0,2.5548403
19375,1400,5.0,5.155218
44263,1427,2.0,1.6142325
4857,1427,3.0,2.4000661
20323,1427,4.0,0.34622142
48506,1427,1.0,4.0222836
27402,1458,3.0,
28726,1458,5.0,3.9963553
3866,1458,5.0,3.6476462
45130,1458,5.0,4.5859733
48541,1458,5.0,3.2011356
2055,1458,5.0,
15822,1458,4.0,3.8472452
9285,1458,5.0,4.2740593
25783,1458,3.0,3.5644708
5995,1546,4.0,4.743617
17847,1546,2.0,4.118327
17947,1546,5.0,
26955,1546,5.0,3.6332223
43434,1546,4.0,
46469,1546,5.0,2.3961136
3662,1546,5.0,3.6709855
1261,1546,2.0,3.6733902
43509,1546,5.0,2.6127992
26259,1546,4.0,3.4630399
8187,1546,5.0,4.4271665
32938,1546,5.0,3.8353229
37727,1546,5.0,1.4113797
13404,1546,5.0,4.4651914
34347,1546,5.0,
28194,1651,4.0,3.425423
28388,2155,5.0,
28030,2600,4.0,3.8018074
26877,2600,5.0,2.9026814
39491,2600,1.0,1.8417065
3542,2600,4.0,3.731539
29937,2600,5.0,2.7887666
47120,2603,4.0,3.2034898
4779,2603,5.0,
40908,2603,5.0,0.86871535
48363,2603,3.0,5.0193887
2936,2603,4.0,1.3995175
23568,2603,5.0,3.974843
10597,2637,4.0,2.3279
17926,2637,2.0,1.7261589
1296,2637,3.0,2.4761856
2692,2637,3.0,
48638,2637,3.0,2.6329746
42689,2637,5.0,3.0820577
11793,2637,3.0,2.8877838
11905,2637,1.0,1.8043514
43886,2637,4.0,3.3999543
22632,2637,5.0,
11372,2637,2.0,4.233992
26734,2637,4.0,3.1246152
5468,2637,4.0,3.8208132
4975,2637,3.0,2.6615782
10418,2637,5.0,1.624522
1228,2637,5.0,2.2876441
7577,2637,4.0,2.9760149
22950,2637,4.0,3.2589407
24765,2637,3.0,3.581582
23910,2967,1.0,2.0122669
17052,2967,4.0,3.1757731
40464,2967,5.0,2.6118681
7432,2967,3.0,2.0244398
2524,2967,5.0,4.1558533
34447,2967,5.0,3.4846106
16680,3006,1.0,4.938069
2436,3162,5.0,4.0187974
34936,3162,2.0,4.2482605
33987,3453,5.0,3.8889942
30293,3453,3.0,4.464366
1925,3453,5.0,4.9419813
33791,3453,5.0,2.7460306
41434,3453,5.0,3.8885322
5924,3453,1.0,3.0925417
2473,3453,3.0,
37798,3453,5.0,4.1362534
25652,3453,3.0,3.2632327
36263,3453,5.0,2.6890655
46411,3453,5.0,5.062808
20311,3453,5.0,3.1834102
30255,3453,5.0,4.134162
24004,3453,5.0,4.418888
3929,3453,5.0,3.1616158
45465,3453,5.0,3.5324576
12940,3541,5.0,
20463,3541,1.0,4.10654
17232,3541,3.0,
29506,3541,1.0,0.3906952
8902,4349,2.0,5.2685494
33740,4349,5.0,4.4559836
17701,4349,1.0,4.201226
17159,4438,5.0,2.644696
45503,4438,5.0,2.1512237
878,4438,4.0,2.9421556
35345,4569,5.0,4.659688
20325,4569,5.0,4.2224655
47871,4569,5.0,4.398512
3285,4569,2.0,2.4503584
3065,4569,3.0,
34972,4569,5.0,
23142,4569,5.0,3.852512
21208,4569,3.0,3.832394
20472,4569,4.0,4.0967617
26518,4614,1.0,3.894805
40535,4614,5.0,3.8485591
19120,4614,5.0,4.229764
33805,4614,4.0,2.9352586
21597,4614,4.0,2.1088686
39889,4614,5.0,4.5807567
31798,4979,4.0,3.0485296
29927,5122,1.0,1.1425967
42675,5204,5.0,1.6785748
38124,5204,4.0,3.7225099
26658,5204,1.0,3.6459475
29705,5204,2.0,
1126,5204,5.0,3.126489
26054,5255,1.0,1.5569261
42077,5255,1.0,1.7466474
32180,5255,4.0,2.7871797
12020,5255,1.0,
39868,5336,5.0,
30428,5336,3.0,2.3492417
5888,5336,1.0,
39597,5539,5.0,4.7647295
45850,5539,5.0,4.699584
7562,5539,5.0,4.679224
42774,5539,4.0,3.7998414
25023,5539,1.0,4.2726765
18540,5539,5.0,4.5685177
48471,5539,5.0,4.533283
7160,5539,4.0,4.8687496
33885,5539,4.0,3.1635742
14204,5539,3.0,
42730,5539,5.0,4.1856446
41807,5539,4.0,4.630927
43032,5539,4.0,3.6663208
3687,5539,4.0,3.7399635
18009,5539,4.0,3.9096842
8443,5539,5.0,
9394,5539,2.0,1.9054844
15317,5539,5.0,4.644038
4444,5539,5.0,4.18421
39914,5539,5.0,2.9155095
32990,5539,5.0,4.355885
11528,5539,4.0,2.937206
527,5539,4.0,4.2576733
47891,5539,3.0,3.8142848
26488,5539,4.0,3.8203459
39294,5539,5.0,4.5401964
34704,5539,5.0,4.1642137
30669,5539,5.0,
7430,5539,3.0,4.7458925
6368,5539,4.0,3.7039165
41188,5539,5.0,3.6295247
44303,5539,5.0,3.6198864
18309,5539,3.0,4.220031
3432,5539,5.0,4.907913
36698,5539,3.0,4.0799494
30326,5539,5.0,
27679,5539,2.0,2.1908302
11246,5539,2.0,
41401,5539,4.0,4.578905
23202,5599,1.0,4.724637
47055,5599,5.0,2.7367587
37610,5599,1.0,2.851364
7960,5599,5.0,1.8822161
7464,5599,5.0,4.8675437
5160,5761,5.0,4.556521
33376,5761,5.0,3.1574454
31283,5761,4.0,3.5900414
23859,5761,5.0,2.1476038
11039,6227,2.0,0.14769773
27807,6227,1.0,
28611,6227,1.0,2.2333033
27657,6294,5.0,3.4283543
33278,6294,3.0,1.5215183
47063,6294,1.0,2.3475244
3117,6294,5.0,3.9078646
11734,6294,4.0,3.6414084
40279,6498,5.0,
9767,6498,5.0,3.5319254
46507,6498,5.0,4.392172
16493,6498,5.0,
14959,6498,5.0,3.0518932
43661,6498,3.0,
5979,6498,5.0,
35805,6563,5.0,4.631734
45929,6563,5.0,4.310767
11311,6563,5.0,0.6244099
2640,6563,1.0,1.2171682
41613,6563,4.0,4.2634163
6867,6563,2.0,3.4508877
3318,6563,5.0,
18225,6563,4.0,3.2490869
34506,6563,1.0,2.7910826
47162,6563,3.0,1.8292482
48160,6563,1.0,4.9604564
48464,6563,4.0,
454,6563,5.0,
4280,6786,4.0,4.195094
23009,6786,5.0,2.848034
46948,6786,4.0,3.8793135
34628,6786,5.0,1.4524676
48143,6786,5.0,
16312,6786,5.0,3.1896873
7306,6813,1.0,
10433,6813,5.0,4.908338
14311,6813,2.0,4.355276
13903,6837,3.0,4.8076344
16331,6837,1.0,2.3257837
1275,6837,4.0,2.3543038
14512,6837,5.0,3.768879
2226,6837,4.0,
16838,6837,1.0,3.172409
25677,6837,3.0,2.6898375
6915,6837,5.0,
19147,6837,2.0,2.7820275
24336,6837,4.0,4.0529385
19465,6837,5.0,3.6226704
21826,7140,4.0,3.0603366
46829,7140,2.0,2.5072646
40179,7140,4.0,2.962062
97,7140,1.0,3.9070568
22316,7140,5.0,3.3106408
31665,7140,5.0,1.9769437
40605,7230,1.0,1.5014122
27142,7289,5.0,3.7831917
14431,7289,2.0,2.2239661
37029,7289,4.0,
48047,7289,5.0,
36100,7769,5.0,0.6748687
43417,7769,5.0,2.6989374
13104,7769,2.0,4.395164
41038,7769,3.0,4.0586205
22218,7769,2.0,3.216012
17934,7769,2.0,3.8230817
45950,7769,4.0,5.1318913
8931,7769,5.0,4.142604
9710,7769,5.0,4.054347
14762,7769,3.0,4.544588
32779,7769,5.0,4.858128
32602,7769,4.0,4.7207394
24258,7802,5.0,
40134,7802,5.0,
15950,7802,1.0,2.7997646
9084,7802,5.0,4.133666
36853,7802,1.0,2.3679721
6905,7802,2.0,1.6378648
15415,8158,5.0,1.5004678
45748,8158,5.0,4.998205
30820,8158,1.0,4.481902
9512,8445,1.0,4.701764
3439,8445,4.0,3.5021653
37841,8445,5.0,3.486516
7036,8445,1.0,2.8275743
11521,8445,1.0,
41368,8445,5.0,4.404
41013,8445,5.0,
14583,8445,1.0,2.685508
28904,8445,1.0,3.8197048
28592,8699,1.0,
25037,8699,2.0,
13386,8699,4.0,2.7412376
24692,8785,1.0,1.1607597
19088,8785,5.0,3.6515315
46395,8785,1.0,0.48656932
16724,274,1.0,3.3754911
6929,274,5.0,4.5181923
37675,274,4.0,4.415756
1681,274,5.0,3.9138832
36615,274,4.0,3.6447945
9695,274,5.0,4.2475133
16113,274,5.0,4.6061254
36186,274,4.0,3.788168
4564,274,5.0,
23406,274,2.0,3.7251391
31020,274,5.0,4.9449887
7767,274,5.0,4.516877
28742,274,5.0,4.4265733
37643,274,4.0,4.220114
6034,274,4.0,4.148881
4067,274,5.0,
33402,274,1.0,
12043,274,5.0,3.9131894
44333,274,4.0,3.7227836
3921,274,4.0,3.8012633
11774,274,3.0,3.7123413
12756,274,5.0,4.3800726
17127,274,5.0,3.4952676
13226,631,1.0,2.327189
30578,631,3.0,3.3495603
30565,631,4.0,
526,1434,5.0,2.0004883
37307,1473,5.0,3.1332297
11119,1473,4.0,3.7481532
37517,1473,4.0,3.0750651
22864,1473,3.0,3.880694
45386,1473,5.0,4.658522
22453,1473,4.0,2.5498917
30506,1473,4.0,3.2084677
30839,1473,5.0,4.8417363
26331,1473,5.0,4.4320374
47258,1473,3.0,4.0629635
11281,1473,5.0,3.5820823
21437,1473,4.0,3.7802496
34161,1473,4.0,
3869,1473,5.0,2.4398568
16618,1473,5.0,4.611336
34623,1473,5.0,4.513429
38373,1616,2.0,1.7021253
7925,1616,4.0,4.16509
4912,1616,5.0,4.015581
18191,1722,1.0,
25985,1722,1.0,2.275103
16973,1722,1.0,1.048749
39253,1878,4.0,2.3549972
8145,1922,3.0,2.948089
14151,1922,5.0,2.4726465
14684,1922,5.0,2.945128
16229,1922,5.0,2.7923138
27338,2170,4.0,4.640853
45455,2170,4.0,4.7064342
40528,2256,5.0,4.997046
16165,2256,1.0,4.2489247
28616,2256,4.0,3.4815612
46481,2344,1.0,5.305435
34385,2344,5.0,2.3027935
31269,2344,5.0,3.2410924
48631,2344,5.0,3.6034486
35627,2363,3.0,3.9899805
39803,2363,5.0,3.3034704
38195,2363,5.0,1.9567053
6206,2363,5.0,3.6645255
29250,2363,5.0,4.3985367
41496,2575,5.0,4.0204377
10643,2575,5.0,3.282123
12386,2575,2.0,2.7955053
43539,2575,1.0,1.1833537
10135,2633,4.0,4.5473404
3646,2633,5.0,2.8374875
45888,2633,3.0,3.015818
31512,2698,4.0,3.3898218
21734,2698,3.0,2.7428524
15256,2698,5.0,2.8851604
30926,2698,5.0,2.9164214
27422,2989,5.0,
43915,2989,5.0,1.514262
16416,2989,2.0,3.5756369
37119,2989,4.0,3.3325105
263,2989,5.0,3.9521236
11296,2989,5.0,4.0490074
30999,2989,5.0,3.2207716
39267,2989,3.0,4.990812
19022,2989,5.0,3.290021
36918,2989,5.0,
41334,2989,5.0,3.0883
14950,2989,5.0,4.756465
7273,2989,3.0,3.8070612
9591,2989,4.0,
41998,2989,5.0,
999,2989,5.0,4.3610277
25648,2989,5.0,4.103442
48037,2989,5.0,1.7013977
22489,3111,1.0,1.9994504
23287,3111,2.0,3.0579405
20600,3111,5.0,3.89348
27008,3111,5.0,3.3965476
47568,3111,2.0,3.7773328
16125,3172,4.0,3.0209458
23817,3172,2.0,3.089149
15837,3172,1.0,3.013329
13936,3172,1.0,2.0170867
24147,3172,4.0,1.538211
32706,3192,5.0,1.4339911
37916,3192,5.0,0.0
21401,3192,1.0,2.5942807
37513,3192,1.0,3.5361366
21317,3210,4.0,0.6143853
44086,3210,1.0,1.3562913
23668,3210,1.0,3.8760197
14193,3446,1.0,0.738817
15460,3446,1.0,3.8861399
42708,3446,4.0,2.9036517
47034,3446,1.0,3.8582625
5730,3446,1.0,3.798173
7910,3474,2.0,2.8516262
23720,3474,3.0,2.7775655
27832,3474,2.0,2.1910508
1984,3474,2.0,3.3496816
9504,3474,2.0,
19252,3474,2.0,3.5496223
24943,3607,5.0,3.690339
9833,3607,5.0,4.5813713
25630,3607,5.0,2.4544435
11929,3607,3.0,3.7964523
29725,3607,5.0,4.016309
31048,3607,5.0,3.2130532
27237,3607,1.0,3.1433954
27494,3754,5.0,4.23641
10572,3754,5.0,2.9277718
45009,3754,4.0,1.6175053
21795,3754,5.0,2.1355493
13632,3754,5.0,3.6875153
24118,3754,5.0,2.9916682
44724,3754,4.0,3.177513
577,3987,4.0,2.522213
26948,3987,4.0,3.5523424
15047,3987,2.0,1.1099026
46200,3987,5.0,1.8113873
22432,4093,5.0,2.4474869
23839,4093,5.0,3.5258427
44218,4093,5.0,3.9583135
18471,4093,5.0,4.488687
38231,4093,3.0,2.9972587
12568,4093,5.0,3.9178808
859,4093,5.0,4.362116
26682,4093,5.0,
15789,4093,3.0,4.389535
33897,4325,5.0,
25402,4325,5.0,4.46841
44555,4680,5.0,1.6502402
21460,4680,5.0,
44410,4688,5.0,4.4485574
25761,4688,2.0,4.604181
44881,4688,5.0,3.7503753
48460,4775,2.0,3.078567
38193,4775,4.0,4.164074
11414,4775,4.0,4.4881744
9182,5000,5.0,1.3826834
28315,5000,5.0,3.739146
37339,5000,4.0,3.4806895
28049,5000,2.0,4.015001
41957,5000,3.0,2.696817
3054,5000,4.0,3.5120726
34153,5000,3.0,1.9202383
34776,5000,3.0,2.8159747
21487,5000,5.0,2.8413758
45491,5000,4.0,4.2012944
46683,5000,4.0,3.368588
39015,5000,4.0,1.4387035
17832,5000,5.0,4.072828
9606,5000,5.0,3.4163108
28118,5000,5.0,2.393749
9134,5000,5.0,3.474092
26817,5000,5.0,3.0737474
36639,5000,5.0,
33056,5000,4.0,3.320246
34311,5000,3.0,2.6213155
35447,5000,3.0,3.5339513
27942,5000,1.0,
2340,5000,1.0,2.069961
13523,5077,5.0,3.8182583
8523,5077,4.0,1.604644
33996,5077,1.0,3.9746978
10149,5077,3.0,3.7443192
33957,5077,3.0,3.4535618
38334,5077,4.0,3.5937877
15097,5114,1.0,
21258,5114,5.0,
32915,5114,5.0,2.8584867
24572,5114,5.0,2.2619722
12737,5588,5.0,3.6260839
40772,5588,4.0,4.367473
27816,5588,5.0,5.174248
42173,5588,5.0,
35816,6112,3.0,3.5359292
21433,6112,5.0,3.644409
4554,6112,4.0,2.7686744
34163,6223,1.0,4.792714
19957,6223,1.0,4.4406867
29561,6365,2.0,3.1465783
7471,6365,5.0,4.9550996
3370,6508,1.0,2.3668673
5114,6508,4.0,3.8908415
14547,6508,3.0,
25172,6508,2.0,1.7607191
15736,6508,1.0,4.742019
11091,6508,3.0,1.0790881
44381,6508,1.0,3.9215581
46199,6508,3.0,1.7345092
44846,6907,3.0,3.4464517
35909,6907,3.0,4.3222
41003,6975,4.0,2.6989102
21589,6975,1.0,2.7846472
44503,6975,5.0,4.5840836
10695,6975,4.0,1.3695416
21116,6996,1.0,1.2112602
5916,6996,1.0,1.9772701
22592,6996,1.0,3.3390968
14841,6996,1.0,1.0491406
46308,6996,1.0,0.56727904
35985,6996,5.0,3.0804238
44453,6996,1.0,
12079,6996,5.0,
33930,6996,5.0,0.7632601
2143,6996,1.0,0.793869
3840,6996,5.0,2.6362033
9682,7261,5.0,4.302204
1867,7261,5.0,4.8380857
32880,7261,5.0,3.691463
39546,7611,5.0,4.211452
11584,7611,5.0,2.1762583
31270,7611,3.0,3.8813214
33430,7611,2.0,
8624,7611,4.0,2.7665963
37535,7611,5.0,4.153981
20387,7611,5.0,4.1203966
18946,7616,1.0,1.4334321
20130,7616,2.0,3.7309055
36312,7707,2.0,
6166,7707,4.0,4.3170886
48219,7707,5.0,3.6905284
16300,7733,3.0,4.3424053
31439,7733,5.0,4.086317
37245,7733,4.0,4.4040365
37463,7733,2.0,3.5533848
21110,7733,4.0,3.4163187
43062,7733,4.0,3.5431194
33645,7733,5.0,5.0449047
44473,7733,5.0,4.855369
26389,7733,5.0,4.325779
27925,7733,1.0,3.1341941
44231,7780,5.0,2.7164114
32496,7780,5.0,3.220026
21427,7780,5.0,
28859,7780,5.0,5.759119
3461,7789,2.0,2.1098344
892,7789,1.0,1.1475788
27189,8121,3.0,3.4777546
871,8121,4.0,3.4994287
36490,8121,4.0,0.6346004
38179,8121,1.0,3.6400669
36469,8121,5.0,4.6857166
44831,8121,5.0,4.9598985
38329,8531,5.0,2.8456564
27532,8531,5.0,
22928,8531,1.0,1.9228358
5014,8531,5.0,3.612751
3763,8531,5.0,1.2971485
43759,8531,4.0,0.28188527
44527,8531,5.0,2.8787615
